baseyear,changeyear,stfp,cntyfp,tractfp,geoid,changenopolls,nopollsadded,nopollsremoved,pctblack,pctwhite,pcthispanic,baseyearpopulationdensity,lastgeyearpollinglocstotal,baseyearpollinglocstotal
2020,2018 - 2020,55,55027,55027960500,55027960500,0,0,0,0.17,0.715,,130,2,2
2022,2020 - 2022,55,55027,55027960500,55027960500,0,0,0,0.164,0.738,,125,2,2
2014,2012 - 2014,55,55027,55027960600,55027960600,0,0,0,0,0.987,,59,2,2
2016,2014 - 2016,55,55027,55027960600,55027960600,0,0,0,0,0.974,,58,2,2
2018,2016 - 2018,55,55027,55027960600,55027960600,0,0,0,0,0.972,,57,2,2
2020,2018 - 2020,55,55027,55027960600,55027960600,0,0,0,0,0.963,,54,2,2
2022,2020 - 2022,55,55027,55027960600,55027960600,0,0,0,0,0.96,,54,2,2
2014,2012 - 2014,55,55027,55027960800,55027960800,0,0,0,0.011,0.935,,3409,3,3
2016,2014 - 2016,55,55027,55027960800,55027960800,0,0,0,0.006,0.923,,3617,3,3
2018,2016 - 2018,55,55027,55027960800,55027960800,0,0,0,0.03,0.912,,3464,3,3
2020,2018 - 2020,55,55027,55027960800,55027960800,1,0,1,0.014,0.945,,3819,3,2
2022,2020 - 2022,55,55027,55027960800,55027960800,0,0,0,0.009,0.883,,3746,2,2
2014,2012 - 2014,55,55027,55027960900,55027960900,0,0,0,0,0.958,,2758,2,2
2016,2014 - 2016,55,55027,55027960900,55027960900,0,0,0,0,0.945,,2836,2,2
2018,2016 - 2018,55,55027,55027960900,55027960900,0,0,0,0.027,0.895,,2844,2,2
2020,2018 - 2020,55,55027,55027960900,55027960900,1,0,1,0.023,0.897,,2535,2,1
2022,2020 - 2022,55,55027,55027960900,55027960900,0,0,0,0.025,0.889,,2419,1,1
2014,2012 - 2014,55,55027,55027961000,55027961000,0,0,0,0.004,0.981,,3785,1,1
2016,2014 - 2016,55,55027,55027961000,55027961000,1,0,1,0,0.978,,3863,1,0
2020,2018 - 2020,55,55027,55027961000,55027961000,1,1,0,0.033,0.859,,3728,0,1
2022,2020 - 2022,55,55027,55027961000,55027961000,0,0,0,0.034,0.775,,4044,1,1
2014,2012 - 2014,55,55027,55027961100,55027961100,0,0,0,0.008,0.944,,93,2,2
2016,2014 - 2016,55,55027,55027961100,55027961100,0,0,0,0.002,0.95,,95,2,2
2018,2016 - 2018,55,55027,55027961100,55027961100,0,0,0,0.012,0.971,,92,2,2
2020,2018 - 2020,55,55027,55027961100,55027961100,0,0,0,0.013,0.969,,89,2,2
2022,2020 - 2022,55,55027,55027961100,55027961100,0,0,0,0.027,0.934,,92,2,2
2014,2012 - 2014,55,55027,55027961200,55027961200,0,0,0,0.014,0.964,,374,1,1
2016,2014 - 2016,55,55027,55027961200,55027961200,0,0,0,0.026,0.968,,363,1,1
2018,2016 - 2018,55,55027,55027961200,55027961200,0,0,0,0.028,0.961,,367,1,1
2020,2018 - 2020,55,55027,55027961200,55027961200,0,0,0,0.013,0.958,,381,1,1
2022,2020 - 2022,55,55027,55027961200,55027961200,0,0,0,0.024,0.952,,397,1,1
2014,2012 - 2014,55,55027,55027961300,55027961300,0,0,0,0.006,0.963,,881,1,1
2016,2014 - 2016,55,55027,55027961300,55027961300,0,0,0,0.005,0.967,,864,1,1
2018,2016 - 2018,55,55027,55027961300,55027961300,0,0,0,0,0.947,,851,1,1
2020,2018 - 2020,55,55027,55027961300,55027961300,2,1,1,0,0.979,,852,1,1
2022,2020 - 2022,55,55027,55027961300,55027961300,2,1,1,0,0.966,,919,1,1
2014,2012 - 2014,55,55027,55027961400,55027961400,0,0,0,0,0.988,,46,3,3
2016,2014 - 2016,55,55027,55027961400,55027961400,0,0,0,0,0.984,,47,3,3
2018,2016 - 2018,55,55027,55027961400,55027961400,2,1,1,0.002,0.988,,48,3,3
2020,2018 - 2020,55,55027,55027961400,55027961400,0,0,0,0,0.99,,48,3,3
2022,2020 - 2022,55,55027,55027961400,55027961400,0,0,0,0,0.965,,49,3,3
2014,2012 - 2014,55,55027,55027961500,55027961500,0,0,0,0.009,0.984,,74,3,3
2016,2014 - 2016,55,55027,55027961500,55027961500,0,0,0,0.009,0.974,,72,3,3
2018,2016 - 2018,55,55027,55027961500,55027961500,0,0,0,0.01,0.973,,70,3,3
2020,2018 - 2020,55,55027,55027961500,55027961500,0,0,0,0.008,0.957,,70,3,3
2022,2020 - 2022,55,55027,55027961500,55027961500,0,0,0,0.023,0.949,,70,3,3
2014,2012 - 2014,55,55027,55027961600,55027961600,0,0,0,0,0.985,,67,3,3
2016,2014 - 2016,55,55027,55027961600,55027961600,0,0,0,0,0.976,,65,3,3
2018,2016 - 2018,55,55027,55027961600,55027961600,0,0,0,0.008,0.977,,63,3,3
2020,2018 - 2020,55,55027,55027961600,55027961600,0,0,0,0.026,0.949,,64,3,3
2022,2020 - 2022,55,55027,55027961600,55027961600,0,0,0,0.017,0.954,,65,3,3
2014,2012 - 2014,55,55027,55027961700,55027961700,0,0,0,0.005,0.97,,35,2,2
2016,2014 - 2016,55,55027,55027961700,55027961700,1,1,0,0.022,0.937,,36,2,3
2018,2016 - 2018,55,55027,55027961700,55027961700,0,0,0,0.019,0.955,,37,3,3
2020,2018 - 2020,55,55027,55027961700,55027961700,0,0,0,0.008,0.956,,38,3,3
2022,2020 - 2022,55,55027,55027961700,55027961700,0,0,0,0.006,0.945,,39,3,3
2014,2012 - 2014,55,55027,55027961800,55027961800,0,0,0,0.001,0.975,,33,5,5
2016,2014 - 2016,55,55027,55027961800,55027961800,0,0,0,0.003,0.976,,32,5,5
2018,2016 - 2018,55,55027,55027961800,55027961800,0,0,0,0.012,0.957,,33,5,5
2020,2018 - 2020,55,55027,55027961800,55027961800,0,0,0,0.016,0.95,,34,5,5
2022,2020 - 2022,55,55027,55027961800,55027961800,1,0,1,0.01,0.945,,33,5,4
2014,2012 - 2014,55,55027,55027961900,55027961900,0,0,0,0.005,0.961,,1604,1,1
2016,2014 - 2016,55,55027,55027961900,55027961900,2,1,1,0.006,0.932,,1635,1,1
2018,2016 - 2018,55,55027,55027961900,55027961900,0,0,0,0.001,0.941,,1513,1,1
2020,2018 - 2020,55,55027,55027961900,55027961900,0,0,0,0.001,0.899,,1426,1,1
2022,2020 - 2022,55,55027,55027961900,55027961900,0,0,0,0.001,0.894,,1443,1,1
2014,2012 - 2014,55,55027,55027962000,55027962000,2,1,1,0.02,0.924,,4827,1,1
2016,2014 - 2016,55,55027,55027962000,55027962000,0,0,0,0.018,0.903,,4719,1,1
2018,2016 - 2018,55,55027,55027962000,55027962000,0,0,0,0.107,0.806,,5195,1,1
2020,2018 - 2020,55,55027,55027962000,55027962000,1,0,1,0.121,0.824,,5378,1,0
2014,2012 - 2014,55,55029,55029100100,55029100100,0,0,0,0.006,0.952,,31,3,3
2016,2014 - 2016,55,55029,55029100100,55029100100,1,0,1,0.001,0.975,,32,3,2
2018,2016 - 2018,55,55029,55029100100,55029100100,0,0,0,0,0.978,,31,2,2
2020,2018 - 2020,55,55029,55029100100,55029100100,0,0,0,0,0.977,,30,2,2
2022,2020 - 2022,55,55029,55029100100,55029100100,0,0,0,0,0.951,,32,2,2
2014,2012 - 2014,55,55029,55029100300,55029100300,0,0,0,0.001,0.953,,50,2,2
2016,2014 - 2016,55,55029,55029100300,55029100300,1,1,0,0,0.979,,53,2,3
2018,2016 - 2018,55,55029,55029100300,55029100300,0,0,0,0.001,0.993,,56,3,3
2020,2018 - 2020,55,55029,55029100300,55029100300,0,0,0,0.001,0.994,,54,3,3
2022,2020 - 2022,55,55029,55029100300,55029100300,0,0,0,0,0.987,,56,3,3
2014,2012 - 2014,55,55029,55029100400,55029100400,0,0,0,0.005,0.935,,45,3,3
2016,2014 - 2016,55,55029,55029100400,55029100400,0,0,0,0.001,0.96,,40,3,3
2018,2016 - 2018,55,55029,55029100400,55029100400,0,0,0,0,0.983,,39,3,3
2020,2018 - 2020,55,55029,55029100400,55029100400,0,0,0,0,0.993,,42,3,3
2022,2020 - 2022,55,55029,55029100400,55029100400,0,0,0,0,0.95,,47,3,3
2014,2012 - 2014,55,55029,55029100500,55029100500,0,0,0,0.003,0.993,,42,2,2
2016,2014 - 2016,55,55029,55029100500,55029100500,0,0,0,0.002,0.997,,42,2,2
2018,2016 - 2018,55,55029,55029100500,55029100500,2,1,1,0,0.999,,43,2,2
2020,2018 - 2020,55,55029,55029100500,55029100500,2,1,1,0,0.996,,45,2,2
2022,2020 - 2022,55,55029,55029100500,55029100500,0,0,0,0,0.982,,49,2,2
2014,2012 - 2014,55,55029,55029100600,55029100600,0,0,0,0.009,0.964,,33,3,3
2016,2014 - 2016,55,55029,55029100600,55029100600,1,1,0,0.004,0.968,,33,3,4
2018,2016 - 2018,55,55029,55029100600,55029100600,0,0,0,0.001,0.953,,32,4,4
2020,2018 - 2020,55,55029,55029100600,55029100600,0,0,0,0,0.931,,33,4,4
2022,2020 - 2022,55,55029,55029100600,55029100600,1,1,0,0,0.908,,36,4,5
2014,2012 - 2014,55,55029,55029100700,55029100700,0,0,0,0.007,0.963,,647,2,2
2016,2014 - 2016,55,55029,55029100700,55029100700,0,0,0,0.022,0.926,,681,2,2
2018,2016 - 2018,55,55029,55029100700,55029100700,0,0,0,0.032,0.927,,675,2,2
2020,2018 - 2020,55,55029,55029100700,55029100700,0,0,0,0.03,0.931,,724,2,2
2022,2020 - 2022,55,55029,55029100700,55029100700,1,1,0,0.017,0.924,,726,2,3
2014,2012 - 2014,55,55029,55029100800,55029100800,0,0,0,0,0.977,,296,3,3
2016,2014 - 2016,55,55029,55029100800,55029100800,0,0,0,0,0.978,,282,3,3
2018,2016 - 2018,55,55029,55029100800,55029100800,0,0,0,0,0.94,,280,3,3
2020,2018 - 2020,55,55029,55029100800,55029100800,0,0,0,0,0.93,,265,3,3
2022,2020 - 2022,55,55029,55029100800,55029100800,1,0,1,0,0.935,,302,3,2
2014,2012 - 2014,55,55029,55029100900,55029100900,0,0,0,0.013,0.952,,43,1,1
2016,2014 - 2016,55,55029,55029100900,55029100900,0,0,0,0.02,0.962,,39,1,1
2018,2016 - 2018,55,55029,55029100900,55029100900,0,0,0,0.008,0.972,,38,1,1
2020,2018 - 2020,55,55029,55029100900,55029100900,0,0,0,0.013,0.962,,34,1,1
2022,2020 - 2022,55,55029,55029100900,55029100900,1,0,1,0.014,0.947,,37,1,0
2014,2012 - 2014,55,55029,55029101000,55029101000,0,0,0,0.002,0.979,,40,2,2
2016,2014 - 2016,55,55029,55029101000,55029101000,1,0,1,0.004,0.984,,42,2,1
2018,2016 - 2018,55,55029,55029101000,55029101000,0,0,0,0.005,0.986,,41,1,1
2020,2018 - 2020,55,55029,55029101000,55029101000,0,0,0,0.003,0.965,,39,1,1
2022,2020 - 2022,55,55029,55029101000,55029101000,0,0,0,0.014,0.94,,42,1,1
2014,2012 - 2014,55,55031,55031020300,55031020300,0,0,0,0.017,0.882,,3148,1,1
2016,2014 - 2016,55,55031,55031020300,55031020300,0,0,0,0.021,0.865,,3148,1,1
2018,2016 - 2018,55,55031,55031020300,55031020300,0,0,0,0.05,0.823,,3113,1,1
2020,2018 - 2020,55,55031,55031020300,55031020300,0,0,0,0.047,0.792,,2923,1,1
2022,2020 - 2022,55,55031,55031020300,55031020300,2,1,1,0.042,0.792,,3080,1,1
2018,2016 - 2018,55,55031,55031020500,55031020500,1,1,0,0.036,0.89,,3710,0,1
2020,2018 - 2020,55,55031,55031020500,55031020500,0,0,0,0.027,0.886,,4317,1,1
2022,2020 - 2022,55,55031,55031020500,55031020500,0,0,0,0.016,0.916,,4323,1,1
2014,2012 - 2014,55,55031,55031020700,55031020700,0,0,0,0.007,0.965,,383,1,1
2016,2014 - 2016,55,55031,55031020700,55031020700,0,0,0,0.013,0.939,,368,1,1
2018,2016 - 2018,55,55031,55031020700,55031020700,0,0,0,0.002,0.973,,372,1,1
2020,2018 - 2020,55,55031,55031020700,55031020700,0,0,0,0.002,0.94,,363,1,1
2022,2020 - 2022,55,55031,55031020700,55031020700,2,1,1,0.002,0.934,,372,1,1
2014,2012 - 2014,55,55031,55031020800,55031020800,2,1,1,0.008,0.904,,362,1,1
2016,2014 - 2016,55,55031,55031020800,55031020800,2,1,1,0.013,0.886,,361,1,1
2018,2016 - 2018,55,55031,55031020800,55031020800,0,0,0,0,0.929,,350,1,1
2020,2018 - 2020,55,55031,55031020800,55031020800,0,0,0,0.001,0.961,,360,1,1
2022,2020 - 2022,55,55031,55031020800,55031020800,0,0,0,0,0.963,,377,1,1
2014,2012 - 2014,55,55031,55031020900,55031020900,0,0,0,0.019,0.927,,1049,1,1
2016,2014 - 2016,55,55031,55031020900,55031020900,0,0,0,0.016,0.934,,1076,1,1
2018,2016 - 2018,55,55031,55031020900,55031020900,0,0,0,0.009,0.943,,1107,1,1
2020,2018 - 2020,55,55031,55031020900,55031020900,0,0,0,0.001,0.975,,990,1,1
2022,2020 - 2022,55,55031,55031020900,55031020900,0,0,0,0.001,0.961,,966,1,1
2014,2012 - 2014,55,55031,55031021100,55031021100,0,0,0,0.017,0.91,,796,1,1
2016,2014 - 2016,55,55031,55031021100,55031021100,0,0,0,0.01,0.923,,795,1,1
2018,2016 - 2018,55,55031,55031021100,55031021100,1,0,1,0.014,0.896,,817,1,0
2014,2012 - 2014,55,55031,55031030100,55031030100,0,0,0,0.002,0.941,,23,7,7
2016,2014 - 2016,55,55031,55031030100,55031030100,0,0,0,0.001,0.965,,22,7,7
2018,2016 - 2018,55,55031,55031030100,55031030100,0,0,0,0.006,0.955,,22,7,7
2022,2020 - 2022,55,55031,55031030101,55031030101,0,0,0,0.013,0.929,,23,4,4
2022,2020 - 2022,55,55031,55031030102,55031030102,0,0,0,0.008,0.934,,19,3,3
2014,2012 - 2014,55,55031,55031030200,55031030200,2,1,1,0,0.955,,25,5,5
2016,2014 - 2016,55,55031,55031030200,55031030200,0,0,0,0.003,0.949,,26,5,5
2018,2016 - 2018,55,55031,55031030200,55031030200,0,0,0,0.005,0.948,,26,5,5
2020,2018 - 2020,55,55031,55031030200,55031030200,2,1,1,0.004,0.965,,26,5,5
2022,2020 - 2022,55,55031,55031030200,55031030200,0,0,0,0,0.968,,27,5,5
2014,2012 - 2014,55,55031,55031030300,55031030300,0,0,0,0.013,0.939,,7,9,9
2016,2014 - 2016,55,55031,55031030300,55031030300,0,0,0,0.007,0.932,,6,9,9
2018,2016 - 2018,55,55031,55031030300,55031030300,0,0,0,0.006,0.939,,6,9,9
2022,2020 - 2022,55,55031,55031030301,55031030301,0,0,0,0,0.961,,6,6,6
2022,2020 - 2022,55,55031,55031030302,55031030302,0,0,0,0.004,0.923,,10,3,3
2014,2012 - 2014,55,55033,55033970100,55033970100,0,0,0,0,0.976,,15,5,5
2016,2014 - 2016,55,55033,55033970100,55033970100,3,2,1,0.003,0.975,,16,5,6
2018,2016 - 2018,55,55033,55033970100,55033970100,0,0,0,0.003,0.986,,16,6,6
2020,2018 - 2020,55,55033,55033970100,55033970100,0,0,0,0.004,0.972,,16,6,6
2022,2020 - 2022,55,55033,55033970100,55033970100,2,1,1,0.001,0.967,,16,6,6
2014,2012 - 2014,55,55033,55033970200,55033970200,0,0,0,0,0.988,,38,7,7
2016,2014 - 2016,55,55033,55033970200,55033970200,0,0,0,0,0.981,,38,7,7
2018,2016 - 2018,55,55033,55033970200,55033970200,0,0,0,0.002,0.977,,38,7,7
2020,2018 - 2020,55,55033,55033970200,55033970200,0,0,0,0.006,0.969,,38,7,7
2022,2020 - 2022,55,55033,55033970200,55033970200,0,0,0,0.013,0.953,,38,7,7
2014,2012 - 2014,55,55033,55033970300,55033970300,2,1,1,0.001,0.985,,73,4,4
2016,2014 - 2016,55,55033,55033970300,55033970300,2,1,1,0,0.986,,71,4,4
2018,2016 - 2018,55,55033,55033970300,55033970300,0,0,0,0,0.972,,72,4,4
2020,2018 - 2020,55,55033,55033970300,55033970300,0,0,0,0,0.946,,72,4,4
2022,2020 - 2022,55,55033,55033970300,55033970300,2,1,1,0.003,0.93,,73,4,4
2014,2012 - 2014,55,55033,55033970400,55033970400,0,0,0,0.004,0.96,,34,6,6
2016,2014 - 2016,55,55033,55033970400,55033970400,0,0,0,0.001,0.938,,35,6,6
2018,2016 - 2018,55,55033,55033970400,55033970400,0,0,0,0.002,0.923,,35,6,6
2020,2018 - 2020,55,55033,55033970400,55033970400,0,0,0,0.002,0.92,,35,6,6
2022,2020 - 2022,55,55033,55033970400,55033970400,0,0,0,0.002,0.928,,35,6,6
2014,2012 - 2014,55,55033,55033970500,55033970500,0,0,0,0.02,0.925,,393,2,2
2016,2014 - 2016,55,55033,55033970500,55033970500,0,0,0,0.007,0.942,,386,2,2
2018,2016 - 2018,55,55033,55033970500,55033970500,2,1,1,0.009,0.937,,392,2,2
2020,2018 - 2020,55,55033,55033970500,55033970500,0,0,0,0.003,0.943,,428,2,2
2022,2020 - 2022,55,55033,55033970500,55033970500,0,0,0,0.005,0.963,,423,2,2
2014,2012 - 2014,55,55033,55033970600,55033970600,0,0,0,0,0.973,,24,3,3
2016,2014 - 2016,55,55033,55033970600,55033970600,4,2,2,0.002,0.941,,24,3,3
2018,2016 - 2018,55,55033,55033970600,55033970600,0,0,0,0.002,0.974,,23,3,3
2020,2018 - 2020,55,55033,55033970600,55033970600,0,0,0,0.002,0.974,,22,3,3
2022,2020 - 2022,55,55033,55033970600,55033970600,0,0,0,0.002,0.969,,23,3,3
2014,2012 - 2014,55,55033,55033970700,55033970700,0,0,0,0.003,0.88,,444,2,2
2016,2014 - 2016,55,55033,55033970700,55033970700,0,0,0,0.007,0.924,,434,2,2
2018,2016 - 2018,55,55033,55033970700,55033970700,2,1,1,0.011,0.927,,462,2,2
2020,2018 - 2020,55,55033,55033970700,55033970700,2,1,1,0.007,0.91,,458,2,2
2022,2020 - 2022,55,55033,55033970700,55033970700,2,1,1,0.014,0.87,,476,2,2
2014,2012 - 2014,55,55033,55033970800,55033970800,0,0,0,0.011,0.92,,1563,4,4
2016,2014 - 2016,55,55033,55033970800,55033970800,0,0,0,0.015,0.889,,1689,4,4
2018,2016 - 2018,55,55033,55033970800,55033970800,2,1,1,0.018,0.868,,1633,4,4
2022,2020 - 2022,55,55033,55033970801,55033970801,1,1,0,0.033,0.871,,9045,1,2
2022,2020 - 2022,55,55033,55033970802,55033970802,1,1,0,0.004,0.915,,929,1,2
2014,2012 - 2014,55,55035,55035000100,55035000100,0,0,0,0.006,0.959,,27,5,5
2016,2014 - 2016,55,55035,55035000100,55035000100,2,1,1,0.007,0.945,,27,5,5
2018,2016 - 2018,55,55035,55035000100,55035000100,1,1,0,0.007,0.955,,26,5,6
2020,2018 - 2020,55,55035,55035000100,55035000100,0,0,0,0,0.939,,27,6,6
2022,2020 - 2022,55,55035,55035000100,55035000100,0,0,0,0,0.955,,27,6,6
2014,2012 - 2014,55,55035,55035000200,55035000200,2,1,1,0.004,0.979,,27,4,4
2016,2014 - 2016,55,55035,55035000200,55035000200,1,1,0,0.004,0.983,,28,4,5
2018,2016 - 2018,55,55035,55035000200,55035000200,0,0,0,0.002,0.981,,29,5,5
2020,2018 - 2020,55,55035,55035000200,55035000200,0,0,0,0.004,0.97,,28,5,5
2022,2020 - 2022,55,55035,55035000200,55035000200,0,0,0,0.003,0.968,,28,5,5
2014,2012 - 2014,55,55035,55035000301,55035000301,0,0,0,0,0.989,,122,1,1
2016,2014 - 2016,55,55035,55035000301,55035000301,0,0,0,0,0.995,,124,1,1
2018,2016 - 2018,55,55035,55035000301,55035000301,0,0,0,0,0.981,,125,1,1
2020,2018 - 2020,55,55035,55035000301,55035000301,0,0,0,0.021,0.918,,126,1,1
2022,2020 - 2022,55,55035,55035000301,55035000301,0,0,0,0.026,0.896,,131,1,1
2014,2012 - 2014,55,55035,55035000302,55035000302,0,0,0,0,0.94,,135,2,2
2016,2014 - 2016,55,55035,55035000302,55035000302,0,0,0,0,0.939,,139,2,2
2018,2016 - 2018,55,55035,55035000302,55035000302,0,0,0,0,0.916,,143,2,2
2020,2018 - 2020,55,55035,55035000302,55035000302,0,0,0,0.002,0.909,,151,2,2
2022,2020 - 2022,55,55035,55035000302,55035000302,0,0,0,0.006,0.897,,147,2,2
2014,2012 - 2014,55,55035,55035000400,55035000400,0,0,0,0.002,0.931,,1279,1,1
2016,2014 - 2016,55,55035,55035000400,55035000400,2,1,1,0.004,0.921,,1291,1,1
2018,2016 - 2018,55,55035,55035000400,55035000400,0,0,0,0.008,0.928,,1356,1,1
2022,2020 - 2022,55,55035,55035000401,55035000401,0,0,0,0,0.934,,774,1,1
2014,2012 - 2014,55,55035,55035000501,55035000501,0,0,0,0.002,0.942,,1984,2,2
2016,2014 - 2016,55,55035,55035000501,55035000501,1,0,1,0.003,0.94,,1929,2,1
2018,2016 - 2018,55,55035,55035000501,55035000501,0,0,0,0,0.934,,1866,1,1
2020,2018 - 2020,55,55035,55035000501,55035000501,2,2,0,0.013,0.915,,1806,1,3
2022,2020 - 2022,55,55035,55035000501,55035000501,0,0,0,0.018,0.906,,1776,3,3
2014,2012 - 2014,55,55035,55035000502,55035000502,1,0,1,0.013,0.929,,1356,2,1
2016,2014 - 2016,55,55035,55035000502,55035000502,0,0,0,0.008,0.956,,1408,1,1
2018,2016 - 2018,55,55035,55035000502,55035000502,0,0,0,0.007,0.949,,1493,1,1
2020,2018 - 2020,55,55035,55035000502,55035000502,1,0,1,0.002,0.943,,1465,1,0
2014,2012 - 2014,55,55035,55035000600,55035000600,1,1,0,0.003,0.858,,2833,1,2
2016,2014 - 2016,55,55035,55035000600,55035000600,0,0,0,0.004,0.837,,2710,2,2
2018,2016 - 2018,55,55035,55035000600,55035000600,0,0,0,0.006,0.875,,2605,2,2
2020,2018 - 2020,55,55035,55035000600,55035000600,1,0,1,0.006,0.871,,2387,2,1
2022,2020 - 2022,55,55035,55035000600,55035000600,0,0,0,0.011,0.83,,2525,1,1
2014,2012 - 2014,55,55035,55035000700,55035000700,0,0,0,0.005,0.941,,3634,2,2
2016,2014 - 2016,55,55035,55035000700,55035000700,0,0,0,0.006,0.899,,3601,2,2
2018,2016 - 2018,55,55035,55035000700,55035000700,0,0,0,0.002,0.84,,3586,2,2
2020,2018 - 2020,55,55035,55035000700,55035000700,0,0,0,0.012,0.932,,3752,2,2
2022,2020 - 2022,55,55035,55035000700,55035000700,0,0,0,0.004,0.93,,3982,2,2
2014,2012 - 2014,55,55035,55035000801,55035000801,0,0,0,0.004,0.919,,3480,2,2
2016,2014 - 2016,55,55035,55035000801,55035000801,0,0,0,0.004,0.938,,3659,2,2
2018,2016 - 2018,55,55035,55035000801,55035000801,0,0,0,0.015,0.928,,3552,2,2
2020,2018 - 2020,55,55035,55035000801,55035000801,0,0,0,0.009,0.953,,3463,2,2
2022,2020 - 2022,55,55035,55035000801,55035000801,0,0,0,0.01,0.972,,3539,2,2
2014,2012 - 2014,55,55035,55035000802,55035000802,0,0,0,0.009,0.95,,2194,1,1
2016,2014 - 2016,55,55035,55035000802,55035000802,0,0,0,0,0.944,,2185,1,1
2018,2016 - 2018,55,55035,55035000802,55035000802,0,0,0,0,0.951,,2095,1,1
2020,2018 - 2020,55,55035,55035000802,55035000802,0,0,0,0.002,0.936,,2069,1,1
2022,2020 - 2022,55,55035,55035000802,55035000802,0,0,0,0.002,0.947,,2060,1,1
2014,2012 - 2014,55,55035,55035000803,55035000803,0,0,0,0.014,0.891,,2255,1,1
2016,2014 - 2016,55,55035,55035000803,55035000803,0,0,0,0.026,0.888,,2340,1,1
2018,2016 - 2018,55,55035,55035000803,55035000803,0,0,0,0.014,0.896,,2306,1,1
2020,2018 - 2020,55,55035,55035000803,55035000803,0,0,0,0.054,0.857,,2556,1,1
2022,2020 - 2022,55,55035,55035000803,55035000803,0,0,0,0.054,0.87,,2400,1,1
2014,2012 - 2014,55,55035,55035000900,55035000900,0,0,0,0.009,0.879,,1948,1,1
2016,2014 - 2016,55,55035,55035000900,55035000900,0,0,0,0.006,0.875,,1881,1,1
2018,2016 - 2018,55,55035,55035000900,55035000900,0,0,0,0.019,0.898,,1915,1,1
2020,2018 - 2020,55,55035,55035000900,55035000900,0,0,0,0.006,0.923,,1949,1,1
2022,2020 - 2022,55,55035,55035000900,55035000900,0,0,0,0.004,0.91,,2022,1,1
2014,2012 - 2014,55,55035,55035001200,55035001200,0,0,0,0.016,0.94,,3365,2,2
2016,2014 - 2016,55,55035,55035001200,55035001200,0,0,0,0.022,0.934,,3766,2,2
2018,2016 - 2018,55,55035,55035001200,55035001200,0,0,0,0.013,0.934,,4296,2,2
2020,2018 - 2020,55,55035,55035001200,55035001200,2,1,1,0.013,0.951,,3852,2,2
2022,2020 - 2022,55,55035,55035001200,55035001200,0,0,0,0.01,0.966,,3649,2,2
2014,2012 - 2014,55,55035,55035001400,55035001400,0,0,0,0.009,0.957,,2650,3,3
2016,2014 - 2016,55,55035,55035001400,55035001400,0,0,0,0.007,0.937,,2782,3,3
2018,2016 - 2018,55,55035,55035001400,55035001400,2,1,1,0.017,0.919,,2830,3,3
2022,2020 - 2022,55,55035,55035001401,55035001401,0,0,0,0.007,0.749,,2525,1,1
2022,2020 - 2022,55,55035,55035001402,55035001402,0,0,0,0.027,0.819,,3401,2,2
2014,2012 - 2014,55,55035,55035001500,55035001500,0,0,0,0.025,0.926,,128,3,3
2016,2014 - 2016,55,55035,55035001500,55035001500,0,0,0,0.024,0.939,,123,3,3
2018,2016 - 2018,55,55035,55035001500,55035001500,0,0,0,0.006,0.973,,128,3,3
2020,2018 - 2020,55,55035,55035001500,55035001500,0,0,0,0.004,0.986,,130,3,3
2022,2020 - 2022,55,55035,55035001500,55035001500,0,0,0,0.011,0.943,,134,3,3
2014,2012 - 2014,55,55035,55035001600,55035001600,0,0,0,0.001,0.949,,44,3,3
2016,2014 - 2016,55,55035,55035001600,55035001600,0,0,0,0.008,0.941,,43,3,3
2018,2016 - 2018,55,55035,55035001600,55035001600,0,0,0,0.011,0.943,,45,3,3
2020,2018 - 2020,55,55035,55035001600,55035001600,2,1,1,0.007,0.964,,47,3,3
2022,2020 - 2022,55,55035,55035001600,55035001600,2,1,1,0.006,0.974,,50,3,3
2014,2012 - 2014,55,55035,55035001700,55035001700,0,0,0,0.008,0.92,,5999,1,1
2016,2014 - 2016,55,55035,55035001700,55035001700,0,0,0,0.012,0.912,,5848,1,1
2018,2016 - 2018,55,55035,55035001700,55035001700,0,0,0,0.016,0.902,,5546,1,1
2020,2018 - 2020,55,55035,55035001700,55035001700,2,1,1,0.015,0.89,,5768,1,1
2022,2020 - 2022,55,55035,55035001700,55035001700,2,1,1,0.015,0.878,,5897,1,1
2014,2012 - 2014,55,55037,55037190100,55037190100,0,0,0,0,0.949,,14,3,3
2016,2014 - 2016,55,55037,55037190100,55037190100,0,0,0,0,0.991,,13,3,3
2018,2016 - 2018,55,55037,55037190100,55037190100,3,2,1,0,0.987,,12,3,4
2022,2020 - 2022,55,55037,55037190101,55037190101,0,0,0,0.002,0.986,,8,4,4
2014,2012 - 2014,55,55037,55037190200,55037190200,0,0,0,0.005,0.985,,6,4,4
2016,2014 - 2016,55,55037,55037190200,55037190200,0,0,0,0.006,0.987,,6,4,4
2018,2016 - 2018,55,55037,55037190200,55037190200,0,0,0,0.007,0.984,,6,4,4
2020,2018 - 2020,55,55037,55037190200,55037190200,2,1,1,0,0.974,,7,4,4
2022,2020 - 2022,55,55037,55037190200,55037190200,2,1,1,0,0.958,,7,4,4
2020,2018 - 2020,55,55039,55039040100,55039040100,1,1,0,0.009,0.957,,4060,0,1
2022,2020 - 2022,55,55039,55039040100,55039040100,1,0,1,0.071,0.891,,4490,1,0
2014,2012 - 2014,55,55039,55039040200,55039040200,0,0,0,0.009,0.962,,3291,1,1
