"location_name_clean","r3latitude","r3longitude","state","change_year","geom","change_type"
"REEDY GROVE CHURCH","34.352","-82.140","SC","2020","0101000020E610000064462EEEF58854C00AFE6D05032D4140","added"
"DONALDS FIRE DEPARTMENT","34.368","-82.352","SC","2020","0101000020E6100000711DE38A8B9654C066BA7C900A2F4140","added"
"JERUSALEM BAPTIST CHURCH","34.371","-80.074","SC","2020","0101000020E61000000A021A5BBE0454C082D54796822F4140","added"
"HARTSVILLE SKATING ARENA","34.374","-80.044","SC","2020","0101000020E61000006D93E57FCD0254C05FF64608EA2F4140","added"
"COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE","34.375","-81.085","SC","2020","0101000020E6100000DB036333764554C05E6166440E304140","added"
"STARR-IVA MIDDLE SCHOOL","34.382","-82.727","SC","2020","0101000020E6100000CFEB996F8EAE54C025975A4AF1304140","added"
"GRACE BAPTIST CHURCH","34.402","-82.687","SC","2020","0101000020E6100000B25CDB80F4AB54C013B3035372334140","added"
"STARR IVA WATER COMPANY","34.409","-82.684","SC","2020","0101000020E6100000B450D77FC2AB54C0E7E7E15F5F344140","added"
"COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE","34.418","-79.376","SC","2020","0101000020E6100000AC1853550DD853C01385F12E72354140","added"
"COUNTY FIRE DEPARTMENT #4","34.421","-79.287","SC","2020","0101000020E61000000128EBDC59D253C0575BB1BFEC354140","added"
"NORTH CENTRAL MIDDLE SCHOOL","34.427","-80.528","SC","2020","0101000020E610000073A66494C22154C02BB121EEA0364140","added"
"COUNTY FIRE DEPARTMENT #6","34.433","-79.484","SC","2020","0101000020E61000000299428CFCDE53C05C2041F163374140","added"
"BROADWAY LAKE COMMUNITY CENTER","34.452","-82.595","SC","2020","0101000020E610000033CB54771BA654C0F45F3134E8394140","added"
"SOUTH FANT SCHOOL OF EARLY EDUCATION","34.489","-82.642","SC","2020","0101000020E6100000EA96789B12A954C0E8BE524C943E4140","added"
"VOTER REGISTRATION OFFICE","34.499","-82.015","SC","2020","0101000020E6100000A23FD939F28054C05AB51089E73F4140","added"
"WHITMIRE COMMUNITY CENTER","34.501","-81.615","SC","2020","0101000020E61000009175DD00586754C0200C3CF71E404140","added"
"ANDERSON CTY REG & ELECTIONS OFFICE","34.505","-82.651","SC","2020","0101000020E6100000E4863A07AAA954C0B896242AAF404140","added"
"ANDERSON COUNTY LIBRARY","34.506","-82.649","SC","2020","0101000020E6100000AA20AB0084A954C0005E55ACD0404140","added"
"LAURENS ELEMENTARY SCHOOL","34.515","-82.039","SC","2020","0101000020E6100000FDD01621868254C02B0CDB60F2414140","added"
"HOLY TRINITY LUTHERAN CHURCH","34.517","-82.652","SC","2020","0101000020E61000008E1AB8A8BBA954C0786572C520424140","added"
"CALHOUN ACADEMY OF THE ARTS","34.523","-82.624","SC","2020","0101000020E61000003792BA53F0A754C0D9C644EFF9424140","added"
"CITY OF BELTON COMMUNITY & RECREATION CENTER","34.523","-82.511","SC","2020","0101000020E6100000F51373B5BAA054C086072868EE424140","added"
"HEATH SPRINGS SENIOR CENTER","34.590","-80.672","SC","2020","0101000020E610000003D60517062B54C091370A5A924B4140","added"
"TABERNACLE MINISTRIES","34.594","-80.969","SC","2020","0101000020E61000007D27C1760B3E54C0E4BCFF8F134C4140","added"
"MOUNTAIN SPRING BAPTIST CHURCH EAST CAMPUS","34.609","-82.677","SC","2020","0101000020E6100000B5D892FA57AB54C0F261F6B2ED4D4140","added"
"LA FRANCE CHURCH OF GOD","34.616","-82.767","SC","2020","0101000020E6100000A13A675515B154C0DFE412A2D74E4140","added"
"VOTER REGISTRATION OFFICE","34.616","-79.683","SC","2020","0101000020E61000000D4BA885B7EB53C0747F5072E24E4140","added"
"THE CLUB AT BROOKSTONE","34.623","-82.624","SC","2020","0101000020E61000002DC25E72EDA754C040A54A94BD4F4140","added"
"ALIVE WESLEYAN CHURCH","34.642","-82.465","SC","2020","0101000020E61000001094DBF6BD9D54C055B5EE3037524140","added"
"WEST PELZER FIRE DEPARTMENT","34.647","-82.481","SC","2020","0101000020E61000009E82B2DFC99E54C03FEA0A11CB524140","added"
"SHILOH ROAD FIRE SUBSTATION","34.664","-82.888","SC","2020","0101000020E6100000D350FE49D7B854C06DD6CF51FD544140","added"
"CLEMSON ELEMENTARY SCHOOL","34.689","-82.797","SC","2020","0101000020E61000009E89FA6E04B354C0AA2C0ABB28584140","added"
"OAK GROVE BAPTIST CHURCH FELLOWSHIP HALL","34.690","-82.481","SC","2020","0101000020E61000008EF2823EC79E54C03286281543584140","added"
"GRACE PRESBYTERIAN CHURCH","34.691","-80.826","SC","2020","0101000020E610000032005471E33454C0427C60C77F584140","added"
"BLACK CREEK SANDHILLS VFD STATION 4","34.692","-80.295","SC","2020","0101000020E6100000AF4CAE18E41254C0B83F72C68B584140","added"
"COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE","34.699","-81.616","SC","2020","0101000020E6100000897B2C7D686754C0C9BD0A3A6B594140","added"
"CENTRAL-CLEMSON RECREATION CENTER","34.714","-82.787","SC","2020","0101000020E6100000E12AAAD95EB254C0BFD94180675B4140","added"
"VOTER REGISTRATION OFFICE","34.720","-80.770","SC","2020","0101000020E6100000F676F0B84D3154C085F70B2C365C4140","added"
"WREN HIGH SCHOOL","34.722","-82.545","SC","2020","0101000020E610000017C04AF4E8A254C0260D7F97635C4140","added"
"CATAWBA BAPTIST CHURCH","34.734","-80.833","SC","2020","0101000020E61000003BE3FBE2523554C012312592E85D4140","added"
"COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE","34.736","-80.089","SC","2020","0101000020E6100000D42AFA43B30554C0F75388EC285E4140","added"
"SIMPSONVILLE ACTIVITY AND SENIOR CENTER","34.737","-82.259","SC","2020","0101000020E6100000BD5873DB999054C016461F98485E4140","added"
"SIMPSONVILLE CITY PARK CENTER","34.740","-82.252","SC","2020","0101000020E61000006F2E59701A9054C02BEE2E06C55E4140","added"
"RUDOLPH G. GORDON SCHOOL","34.747","-82.193","SC","2020","0101000020E6100000D570DB08558C54C0A70B0CB4965F4140","added"
"CENTRAL HIGH SCHOOL","34.754","-80.357","SC","2020","0101000020E6100000D5AA025ADF1654C0B3F5C2537E604140","added"
"COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE","34.759","-83.073","SC","2020","0101000020E6100000175A42E3AEC454C07F70992E1F614140","added"
"LONG CREEK FIRE STATION","34.773","-83.259","SC","2020","0101000020E61000006B91FEA897D054C0058074FBF6624140","added"
"SPRING HILL BAPTIST CH.","34.774","-80.548","SC","2020","0101000020E6100000DBA2CC06192354C0F329B63819634140","added"
"EASLEY HIGH SCHOOL","34.790","-82.583","SC","2020","0101000020E6100000A51A513555A554C09698C2DE1F654140","added"
"MAULDIN HIGH SCHOOL","34.795","-82.289","SC","2020","0101000020E6100000E133C813779254C0B02CE285BE654140","added"
"DUKE WORLD OF ENERGY","34.797","-82.899","SC","2020","0101000020E61000006633E25D89B954C01D21A8BF03664140","added"
"MONARCH ELEMENTARY SCHOOL","34.800","-82.241","SC","2020","0101000020E61000001A3790896F8F54C02CB6494563664140","added"
"CITY OF EASLEY'S LARRY BAGWELL GYMNASIUM","34.804","-82.587","SC","2020","0101000020E610000068A78BB990A554C0CCC12275F1664140","added"
"CEDAR GROVE BAPTIST CHURCH","34.805","-81.118","SC","2020","0101000020E6100000F9B2FEE08D4754C0251E9AC3FF664140","added"
"TRI-COUNTY TECH COLLEGE-EASLEY CAMPUS","34.811","-82.526","SC","2020","0101000020E610000020EA3E00A9A154C014967840D9674140","added"
"BLYTHE ACADEMY","34.811","-82.384","SC","2020","0101000020E610000088EFC4AC979854C08F49905BDD674140","added"
"SARA COLLINS ELEMENTARY SCHOOL","34.814","-82.365","SC","2020","0101000020E6100000381C4C79639754C060D339F537684140","added"
"SOUTH CAROLINA NATIONAL GUARD RECRUITING","34.817","-82.616","SC","2020","0101000020E6100000AA0EB9196EA754C0B5FCC0559E684140","added"
"PHILLIS WHEATLEY CENTER","34.836","-82.371","SC","2020","0101000020E61000003F7100FDBE9754C0E4857478086B4140","added"
"VOTER REGISTRATION OFFICE","34.842","-82.402","SC","2020","0101000020E61000009857642AB39954C0092AF40BC06B4140","added"
"REIDVILLE ELEMENTARY SCHOOL","34.861","-82.111","SC","2020","0101000020E61000008A2C8837218754C0097DFA19286E4140","added"
"BOARD OF VOTER REGISTRATION & ELECTIONS","34.869","-82.710","SC","2020","0101000020E6100000E732DA4F6BAD54C0B949568F456F4140","added"
"GRIFFIN EBENEZER BAPTIST CHURCH","34.879","-82.708","SC","2020","0101000020E61000006487421548AD54C0500EB0A07A704140","added"
"MORNING STAR INDEPENDENT BAPTIST CHURCH","34.884","-82.646","SC","2020","0101000020E61000008910B28751A954C0DB4C857824714140","added"
"HARVEST MINISTRIES","34.912","-80.975","SC","2020","0101000020E6100000D96C9B98643E54C094E06822C7744140","added"
"REEDY RIVER BAPTIST CHURCH","34.944","-82.441","SC","2020","0101000020E61000001D6272593B9C54C00E6CF019E4784140","added"
"SCHOOL DIST 3 ADMIN BUILDING","34.950","-81.836","SC","2020","0101000020E61000008A0C61EB887554C059B9BCDEA2794140","added"
"COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE","34.956","-81.938","SC","2020","0101000020E6100000110C31A8007C54C006D9B27C5D7A4140","added"
"T K GREGG COMMUNITY CENTER","34.958","-81.947","SC","2020","0101000020E61000009DE8047E9E7C54C0D9BBF550917A4140","added"
"GRACE BAPTIST CHURCH","34.959","-81.959","SC","2020","0101000020E6100000D1F93ABA5B7D54C077E79A13C57A4140","added"
"APALACHE BAPTIST CHURCH FLC","34.972","-82.201","SC","2020","0101000020E61000000C5AA379DB8C54C09F3E5D386B7C4140","added"
"CATAWBA RIDGE HIGH SCHOOL","34.980","-80.935","SC","2020","0101000020E6100000AD1D7BACCF3B54C075F8B53F617D4140","added"
"MT. VERNON UMC","34.985","-81.424","SC","2020","0101000020E6100000291E17D5225B54C03E25E7C41E7E4140","added"
"BROOME HI SCHOOL CAFETERIA","34.986","-81.844","SC","2020","0101000020E6100000F34B0EE9017654C00F852A90347E4140","added"
"COUNTY VOTER REGISTRATION AND ELECTIONS OFFICE","34.994","-81.243","SC","2020","0101000020E6100000B04280C28F4F54C04B619456327F4140","added"
"INDIA HOOK UMC","35.008","-81.021","SC","2020","0101000020E6100000823C16365E4154C0994B05700E814140","added"
"CHRIST RIDGE PRESBYTERIAN CHURCH","35.063","-80.970","SC","2020","0101000020E61000003A8B83F00D3E54C02684B30012884140","added"
"ABSENTEE/ADMINISTRATION BUILDING","35.077","-81.643","SC","2020","0101000020E6100000FE614B8F266954C06EB02605CC894140","added"
"B.D. LEE SCHOOL","35.078","-81.662","SC","2020","0101000020E6100000C417377F5D6A54C098EB23A6FA894140","added"
"BLACKSBURG MUSEUM","35.122","-81.516","SC","2020","0101000020E6100000362D67A5FF6054C0344179C48D8F4140","added"
"CRESTVIEW BAPTIST CHURCH","35.127","-81.775","SC","2020","0101000020E61000002DF1DB6B9C7154C0EAD9626D42904140","added"
"DISTRICT 1 SCHOOL OFFICE","33.609","-80.353","SC","2020","0101000020E610000073F0F1AE9F1654C04AE0C5B1E4CD4040","removed"
"ST. MATTHIAS EPISCOPAL CHURCH","33.611","-80.350","SC","2020","0101000020E610000092B2A08B611654C0D714C8EC2CCE4040","removed"
"FIRE DEPT.","33.650","-82.156","SC","2020","0101000020E610000055C84BEDFB8954C0B93D9C1B2ED34040","removed"
"CHRIST CENTRAL BLDG- TEMPORARY LOCATION","33.651","-81.362","SC","2020","0101000020E61000002A2A2C022D5754C08CCC6D0C4BD34040","removed"
"PANOLA FIRE STATION","33.678","-80.422","SC","2020","0101000020E61000003CF94F92091B54C044842458C1D64040","removed"
"PLEASANT HILL ELEMENTARY SCHOOL","33.680","-79.368","SC","2020","0101000020E6100000C5DC5ACB89D753C05EBA490C02D74040","removed"
"CYPRESS CENTER HOSPITAL COMPLEX","33.688","-80.213","SC","2020","0101000020E610000056421C90A90D54C0FDB90D0F06D84040","removed"
"1ST BAPTIST CHURCH GYMNASIUM","33.689","-78.888","SC","2020","0101000020E6100000B651F8C7D6B853C0293E3E213BD84040","removed"
"COASTAL WORSHIP CENTER","33.691","-79.007","SC","2020","0101000020E610000053C7CFEB74C053C076DC950277D84040","removed"
"MANNING UNITED METHODIST CHURCH","33.697","-80.211","SC","2020","0101000020E61000006CBC2A067E0D54C095C3DD0F2ED94040","removed"
"MT VERNON FIRE STATION","33.699","-79.954","SC","2020","0101000020E61000002068BBF811FD53C0FED64E9484D94040","removed"
"OLD TIME GOSPEL CHURCH","33.705","-81.779","SC","2020","0101000020E61000005CD54801D87154C01233FB3C46DA4040","removed"
"MB INTERMEDIATE SCHOOL","33.715","-78.863","SC","2020","0101000020E61000006C95607138B753C05B40683D7CDB4040","removed"
"W.R. SIMPSON FARM OFFICE","33.749","-80.312","SC","2020","0101000020E610000019202CBEFC1354C0F958B043EBDF4040","removed"
"ALCOLU ELEMENTARY SCHOOL","33.755","-80.213","SC","2020","0101000020E61000008C0D82339D0D54C01A8BA6B393E04040","removed"
"OCEAN VIEW BAPTIST CHURCH","33.760","-78.810","SC","2020","0101000020E610000027DFC72CD6B353C0BD8A8C0E48E14040","removed"
"FRIENDSHIP PRES. CHURCH","33.761","-80.031","SC","2020","0101000020E61000009CFBABC7FD0154C02306CB225EE14040","removed"
"MUDDY CREEK COMMUNITY CENTER","33.777","-79.410","SC","2020","0101000020E61000008C2551D43EDA53C04EF9C6C672E34040","removed"
"FORTS POND ELEMENTARY","33.779","-81.242","SC","2020","0101000020E6100000B947252B754F54C0FA8BEABEADE34040","removed"
"MASONIC HALL","33.789","-82.220","SC","2020","0101000020E61000005B0AA3B4128E54C066FFF27FFDE44040","removed"
"SERTOMA LODGE","33.823","-81.792","SC","2020","0101000020E6100000ADFAB726B87254C0237C94B65DE94040","removed"
"SARDINIA FIRE STATION","33.827","-80.095","SC","2020","0101000020E61000003ABCD6941A0654C00CAAB294D1E94040","removed"
"KINGSBURG MASONIC LODGE","33.833","-79.448","SC","2020","0101000020E6100000F722DA8EA9DC53C0FF959526A5EA4040","removed"
"BRUNSON COMMUNITY CENTER","33.836","-82.054","SC","2020","0101000020E6100000C2BB5CC4778354C043E158BCFDEA4040","removed"
"RIDGE SPRING FIRE DEPARTMENT","33.845","-81.662","SC","2020","0101000020E61000003F219628566A54C0ABB9371A1BEC4040","removed"
"MONETTA COMMUNITY CENTER","33.845","-81.602","SC","2020","0101000020E6100000EC29DE6D836654C0E3DF675C38EC4040","removed"
"COLLINS PARK BUILDING","33.850","-79.056","SC","2020","0101000020E6100000B491EBA694C353C04B8457DCC9EC4040","removed"
"CHESTNUT BUILDING","33.856","-78.792","SC","2020","0101000020E6100000308B3F40ADB253C043DF8211A0ED4040","removed"
"TOWN HALL","33.857","-81.724","SC","2020","0101000020E6100000B4E386DF4D6E54C0EA9CFA9BABED4040","removed"
"BARRINEAU FIRE STATION","33.872","-79.908","SC","2020","0101000020E6100000BFFDCA9420FA53C082D0D5B1A5EF4040","removed"
"KINGSTON BAPTIST CHURCH","33.889","-78.969","SC","2020","0101000020E61000009C7AEE4E08BE53C002C6E9DACDF14040","removed"
"PINEDALE PENTECOSTAL CHURCH","33.890","-79.975","SC","2020","0101000020E61000009345ABA45FFE53C0AF4F4A52E3F14040","removed"
"MAYEWOOD MIDDLE SCHOOL","33.893","-80.198","SC","2020","0101000020E610000050B3F62DA90C54C0B76BF8CC48F24040","removed"
"S. SUMTER PARK GYM","33.906","-80.345","SC","2020","0101000020E6100000685C3810121654C0A69718CBF4F34040","removed"
"FIRE TRAINING CENTER","33.908","-80.363","SC","2020","0101000020E610000064E025DD3B1754C06EAA494B40F44040","removed"
"COURTHOUSE","33.911","-82.295","SC","2020","0101000020E6100000F4FD2F32DC9254C047C60F3A8DF44040","removed"
"BETHANY BAPTIST CHURCH","33.913","-82.293","SC","2020","0101000020E6100000EE0E2906C89254C0C3E3912EECF44040","removed"
"AMERICAN LEGION","33.915","-82.301","SC","2020","0101000020E61000008531337D409354C0CE50DCF126F54040","removed"
"# 15 ST. WILLIAMS CATHOLIC CHURCH","33.923","-81.707","SC","2020","0101000020E6100000FBCE8A03436D54C04215EDE016F64040","removed"
"MIDLANDS TECH B & L CAMPUS","33.923","-81.516","SC","2020","0101000020E610000075F97BCE026154C008A5D4CA29F64040","removed"
"SUMTER  COUNTY RECREATION AND PARKS","33.928","-80.354","SC","2020","0101000020E610000017128B73AF1654C0531CACA4BAF64040","removed"
"CENTRAL CAROLINA TECH","33.933","-80.371","SC","2020","0101000020E6100000324AE18BC01754C09DD3D1167CF74040","removed"
"COUNTY TRAINING CENTER","33.957","-80.341","SC","2020","0101000020E6100000B308C556D01554C095A58C6E73FA4040","removed"
"COWARD RECREATION AND COMMUNITY CENTER","33.970","-79.748","SC","2020","0101000020E61000001928DF22E6EF53C05B52FF6A1FFC4040","removed"
"ST DAVIDS LUTHERAN CHURCH","33.971","-81.159","SC","2020","0101000020E610000024C67C8A2D4A54C0695B28F455FC4040","removed"
"THOMPSON FUNERAL HM COMMUNITY RM TEMP","33.976","-80.951","SC","2020","0101000020E61000007487A81DD93C54C08BEC399FF0FC4040","removed"
"ST. JOHN ELEMENTARY SCHOOL","33.987","-79.998","SC","2020","0101000020E61000003423CD69E0FF53C0A8B7504365FE4040","removed"
"SHERWOOD FOREST PRES CHURCH","33.990","-80.981","SC","2020","0101000020E61000007F187CF5CC3E54C02B984231C3FE4040","removed"
"ST ALBANS EPISCOPAL CHURCH","33.995","-81.261","SC","2020","0101000020E6100000A7093609B95054C0803B9A3457FF4040","removed"
"LOURIE SENIOR CENTER","33.995","-81.021","SC","2020","0101000020E61000002287889B534154C064F899C46AFF4040","removed"
"OLD MIDDLE SCHOOL GYM","33.996","-79.573","SC","2020","0101000020E61000005E11FC6FA5E453C0D8DA560E88FF4040","removed"
"SALUDA ELEMENTARY SCHOOL LIBRARY","34.004","-81.778","SC","2020","0101000020E610000029441BDBC67154C0B92B05EE8A004140","removed"
"RIVERSIDE MIDDLE SCHOOL","34.007","-81.758","SC","2020","0101000020E61000000D164ED27C7054C027214729D7004140","removed"
"ST MICHAELS ALL ANGELS EPIS CHURCH","34.042","-80.961","SC","2020","0101000020E61000004466D3B6863D54C0E6A26B706C054140","removed"
"ST MARY'S EPISCOPAL CHURCH","34.045","-81.147","SC","2020","0101000020E61000000217BF84654954C070557EBED2054140","removed"
"FORESTRY BUILDING","34.048","-82.247","SC","2020","0101000020E6100000E4501AC5CD8F54C01BE5AAC31B064140","removed"
"RIGHT DIRECTION CHRISTIAN CENTER","34.049","-81.107","SC","2020","0101000020E610000056B950F9D74654C0B6A73F564B064140","removed"
"FOREST LAKE PARK GYM","34.053","-80.950","SC","2020","0101000020E6100000BFCAEBD2D03C54C001135DBCC4064140","removed"
"WARREN CHAPEL UM CHURCH","34.054","-80.061","SC","2020","0101000020E61000009D013FF4EE0354C05DCDF055E1064140","removed"
"BAYBORO FIRE STATION","34.056","-78.890","SC","2020","0101000020E6100000085F4EBFFAB853C098B0EC3834074140","removed"
"HOPEWELL CHURCH","34.063","-81.849","SC","2020","0101000020E610000048B42E7F4F7654C0B3A2BC4516084140","removed"
"# 6 BETHEL IGLESIA CONGREGACIONAL CHURCH","34.082","-81.760","SC","2020","0101000020E61000002FC44549A37054C030E01BF9720A4140","removed"
"POLO ROAD PARK","34.087","-80.891","SC","2020","0101000020E6100000CF4A5AF10D3954C059C74CFD170B4140","removed"
"KENNERLY ROAD BAPTIST","34.119","-81.168","SC","2020","0101000020E6100000DF066B52C04A54C03132B7312C0F4140","removed"
"RADIANT LIFE CHURCH","34.134","-80.856","SC","2020","0101000020E61000003F6370DEC93654C0912CBBBB29114140","removed"
"VIVE CHURCH","34.140","-80.933","SC","2020","0101000020E6100000327216F6B43B54C05E94EA4CEB114140","removed"
"SUMMIT PARKWAY MIDDLE SCHOOL","34.143","-80.882","SC","2020","0101000020E61000003DC5BB6D703854C06FA8CE5955124140","removed"
"SAVANNAH GROVE ELEMENTARY SCHOOL","34.147","-79.827","SC","2020","0101000020E6100000E16712ABF5F453C02C20FEABD8124140","removed"
"NINETY SIX HIGH SCHOOL","34.157","-82.026","SC","2020","0101000020E6100000A5530DB1B08154C00762D9CC21144140","removed"
"EMERALD GARDENS OF GWD","34.170","-82.157","SC","2020","0101000020E6100000C66CC9AA088A54C0A3E5400FB5154140","removed"
"JERUSALEM STUCKEY BAPTIST CHURCH","34.171","-80.342","SC","2020","0101000020E61000005B4E5315E41554C0A05B9EBDE9154140","removed"
"WEST FLORENCE FIRE STATION","34.178","-79.859","SC","2020","0101000020E610000022AD8CA1F7F653C08C5940B2CA164140","removed"
"WESLEY COMMONS","34.180","-82.128","SC","2020","0101000020E6100000E26025D52D8854C0422619390B174140","removed"
"COUNTY COURTHOUSE","34.188","-82.163","SC","2020","0101000020E6100000CAE08332688A54C06F16D45C13184140","removed"
"THE BURTON CENTER","34.190","-82.236","SC","2020","0101000020E61000004E50792A168F54C0E59B6D6E4C184140","removed"
"NATIONAL GUARD ARMORY","34.191","-79.710","SC","2020","0101000020E6100000C105346C6FED53C05D0F15996F184140","removed"
"GRACE COMMUNITY CHURCH","34.192","-82.224","SC","2020","0101000020E610000037DCECB45A8E54C037F7FCD588184140","removed"
"POYNOR ADULT EDUCATION CENTER","34.193","-79.766","SC","2020","0101000020E6100000C98A86310EF153C05A6F8A7DB8184140","removed"
"MAPLE PARK RECREATION CENTER","34.195","-79.784","SC","2020","0101000020E610000057D526A927F253C0DEBC827EF0184140","removed"
"DHEC OFFICE BUILDING","34.196","-79.798","SC","2020","0101000020E61000009A40118B18F353C06589737918194140","removed"
"THE LANDER ANNEX","34.197","-82.175","SC","2020","0101000020E6100000600FDC372D8B54C0B8D683EE37194140","removed"
"LTL MT FIRE DEPT/RESCUE CENTER","34.197","-81.415","SC","2020","0101000020E610000071EC342D8C5A54C0DFA4695034194140","removed"
"THELMA BROWN HEAD START(TEMPORARY)","34.201","-79.784","SC","2020","0101000020E6100000739D465A2AF253C0FC694881AA194140","removed"
"COMMUNITY CENTER","34.202","-80.549","SC","2020","0101000020E61000004EFA319C212354C08445EAE2DB194140","removed"
"BLYTHEWOOD HIGH SCHOOL","34.208","-80.979","SC","2020","0101000020E6100000017A2B5CA03E54C071F211E7971A4140","removed"
"MORNINGSIDE OF GREENWOOD","34.215","-82.164","SC","2020","0101000020E6100000383F0FFF7A8A54C0B51E1906871B4140","removed"
"ASHLEY HOUSE","34.233","-82.160","SC","2020","0101000020E6100000FB2AAF4B438A54C06A392BFDDF1D4140","removed"
"ANTIOCH FIRE STATION","34.237","-80.478","SC","2020","0101000020E61000007C5578E1981E54C01C8D8D8A491E4140","removed"
"CAMDEN ELEMENTARY SCHOOL","34.251","-80.602","SC","2020","0101000020E6100000A5F9BE138E2654C03F34982B28204140","removed"
"EMANUEL BAPTIST CHURCH","34.256","-80.570","SC","2020","0101000020E61000001AF5B5D37B2454C0AF1D311FB5204140","removed"
"CHURCH OF JESUS CHRIST LDS","34.259","-81.600","SC","2020","0101000020E6100000D311C0CD626654C0D3D050ED1D214140","removed"
"KENDALL CLUBHOUSE","34.259","-80.589","SC","2020","0101000020E61000005046A68DB42554C06C2D82B520214140","removed"
"SMYRNA METHODIST CHURCH","34.270","-80.821","SC","2020","0101000020E610000063D009A1833454C0B7989F1B9A224140","removed"
"WESTVIEW BEHAVIORAL CENTER","34.271","-81.624","SC","2020","0101000020E6100000DC346C4AE86754C01CFD7964BD224140","removed"
"CENTER FOR TEACHER EDUCATION","34.280","-81.623","SC","2020","0101000020E61000008FD9FE3ADC6754C07B58A835CD234140","removed"
"ST MATTHEWS METHODIST CHURCH","34.287","-80.268","SC","2020","0101000020E6100000CE989361261154C07891AE3EC3244140","removed"
"FIRE STATION #6","34.313","-80.291","SC","2020","0101000020E6100000D5100B6B991254C0F6A0FBCD1F284140","removed"
"GROVE FIRE DEPARTMENT","34.319","-82.747","SC","2020","0101000020E6100000D4F7D0F4C8AF54C0981EA8AED7284140","removed"
"WATERLOO FIRE DEPARTMENT","34.357","-82.056","SC","2020","0101000020E6100000FD07A238918354C0AF20729FC12D4140","removed"
"OLD BUTLER GYM","34.358","-80.070","SC","2020","0101000020E6100000E79A13C5750454C05DDE1CAED52D4140","removed"
"DONALDS TOWN HALL","34.376","-82.348","SC","2020","0101000020E61000009DFD37E5409654C09E7E501729304140","removed"
"MT OLIVE COMMUNITY BUILDING","34.380","-82.154","SC","2020","0101000020E6100000EC70CF4EE18954C0F82E4A75A6304140","removed"
"SCOTT CENTER","34.381","-80.049","SC","2020","0101000020E610000081858208270354C08EFADAE9BD304140","removed"
"RUHAMAH UNITED METH CHURCH","34.393","-82.814","SC","2020","0101000020E6100000BEA662BE17B454C0DA1EBDE13E324140","removed"
"UNION UNITED METHODIST CHURCH","34.393","-79.243","SC","2020","0101000020E6100000DA65097C8FCF53C04A5E9D6340324140","removed"
"GETHSEMANE BAPTIST TEMPLE","34.417","-82.677","SC","2020","0101000020E610000022B2FE8554AB54C01BA77C6363354140","removed"
"FLAT ROCK PRESBYTERIAN CHURCH","34.427","-82.655","SC","2020","0101000020E6100000F83B6FBEECA954C0BFCF5DB7AD364140","removed"
"BLUE'S COUNTRY STORE","34.434","-79.544","SC","2020","0101000020E61000009400EB27D2E253C0729C251296374140","removed"
"PLEASANT HILL COMMUNITY CTR.","34.435","-79.265","SC","2020","0101000020E61000000AB0D9DBF7D053C0E6875B4FBE374140","removed"
"WESTVILLE FIRE DEPARTMENT","34.456","-80.598","SC","2020","0101000020E610000098D3AFBE4B2654C00FA6176B6E3A4140","removed"
"WELLINGTON PENTECOSTAL CHURCH","34.458","-82.660","SC","2020","0101000020E6100000333674B33FAA54C0496B67F3933A4140","removed"
"JOHNSON-BRDVIEW COMMUNITY CENTER","34.467","-82.608","SC","2020","0101000020E61000005217DF06EBA654C05D763EF2BD3B4140","removed"
"MT BETHEL METHODIST CHURCH","34.471","-82.244","SC","2020","0101000020E61000004703780BA48F54C0AC14A7FF513C4140","removed"
"FIRST BAPTIST CHURCH FAM LIFE CN","34.503","-82.646","SC","2020","0101000020E6100000A65AB0F95DA954C0B7FEA72C54404140","removed"
"WHITMIRE FIRE STATION","34.503","-81.615","SC","2020","0101000020E6100000F6B0170A586754C01607E11B54404140","removed"
"LAURENS Y M C A","34.505","-82.035","SC","2020","0101000020E610000006685BCD3A8254C0F8AF07EE9B404140","removed"
"GATES FORD COMMUNITY CENTER","34.507","-80.472","SC","2020","0101000020E61000009C4D4700371E54C07317BC43E5404140","removed"
"ANDERSON UNIVERSITY ATHLETIC CAMPUS","34.510","-82.630","SC","2020","0101000020E6100000D2E8C4D44CA854C0C19778F64B414140","removed"
"ANDERSON RECREATION CENTER","34.512","-82.655","SC","2020","0101000020E6100000D8CB5B1AE4A954C07AC7293A92414140","removed"
"BELTON ELEMENTARY SCHOOL","34.515","-82.494","SC","2020","0101000020E61000007581DC8FA59F54C06DAEF5A0FB414140","removed"
"CENTRAL PRESBYTERIAN CHURCH","34.518","-82.648","SC","2020","0101000020E6100000CC09DAE470A954C00738CEB74F424140","removed"
"MCCANTS MIDDLE SCHOOL","34.530","-82.632","SC","2020","0101000020E6100000E5B0A0D56EA854C0B8F64F81DD434140","removed"
"ANDERSON AREA YMCA","34.542","-82.626","SC","2020","0101000020E6100000BAF59A1E14A854C0F275BE4461454140","removed"
"TOWN HALL","34.593","-80.675","SC","2020","0101000020E6100000ADF71BED382B54C06864462EEE4B4140","removed"
"ROSSVILLE COMMUNITY CENTER","34.599","-80.979","SC","2020","0101000020E610000011A8FE41A43E54C0B37DC85BAE4C4140","removed"
